Unnamed: 0,user,artist_ids
969,teori,3981
970,teori,28567
971,teori,2338714
972,teori,3321761
973,teori,77730
974,teori,12196
975,teori,20390
976,teori,102310
977,teori,85929
978,teori,126890
979,teori,126894
980,teori,4016
981,teori,2035635
982,teori,44980
983,teori,12214
984,teori,356288
985,teori,12228
986,teori,28623
987,teori,339929
988,teori,4057
989,teori,544732
990,teori,4066
991,teori,7131108
992,teori,3887080
993,teori,118765
994,teori,118766
995,teori,544763
996,teori,733180
997,teori,389119
998,teori,184343
999,teori,266264
1000,teori,5484600
1001,teori,20539
1002,teori,20557
1003,teori,790612
1004,teori,20571
1005,teori,12384
1006,teori,12386
1007,teori,4200
1008,teori,4203
1009,teori,61548
1010,teori,4205
1011,teori,4214
1012,teori,356471
1013,teori,405623
1014,teori,4215
1015,teori,77950
1016,teori,4248
1017,teori,4251
1018,teori,28835
1019,teori,37028
1020,teori,28842
1021,teori,37037
1022,teori,3174574
1023,teori,61615
1024,teori,4281
1025,teori,471230
1026,teori,4287
1027,teori,2445503
1028,teori,12479
1029,teori,3903680
1030,teori,4294
1031,teori,4299
1032,teori,4300
1033,teori,94416
1034,teori,4305
1035,teori,4306
1036,teori,315601
1037,teori,2371797
1038,teori,118999
1039,teori,4312
1040,teori,4313
1041,teori,4315
1042,teori,69866
1043,teori,274668
1044,teori,651504
1045,teori,4344
1046,teori,872699
1047,teori,53501
1048,teori,20736
1049,teori,4352
1050,teori,266514
1051,teori,4372
1052,teori,3141910
1053,teori,3690776
1054,teori,4381
1055,teori,4382
1056,teori,4384
1057,teori,741669
1058,teori,12589
1059,teori,20784
1060,teori,20785
1061,teori,4407
1062,teori,119104
1063,teori,4417
1064,teori,20805
1065,teori,102727
1066,teori,53580
1067,teori,4445
1068,teori,274794
1069,teori,2797933
1070,teori,717173
1071,teori,4480
1072,teori,364939
1073,teori,4492
1074,teori,20880
1075,teori,110995
1076,teori,995737
1077,teori,299430
1078,teori,397735
1079,teori,717227
1080,teori,12723
1081,teori,1061312
1082,teori,1249728
1083,teori,5050837
1084,teori,2232791
1085,teori,1397209
1086,teori,111068
1087,teori,2175453
1088,teori,2822624
1089,teori,135666
1090,teori,4598
1091,teori,4600
1092,teori,4602
1093,teori,4603
1094,teori,20996
1095,teori,209415
1096,teori,12814
1097,teori,61967
1098,teori,4362767
1099,teori,61968
1100,teori,4626
1101,teori,1036819
1102,teori,537111
1103,teori,12824
1104,teori,21019
1105,teori,12828
1106,teori,12830
1107,teori,619050
1108,teori,4654
1109,teori,4655
1110,teori,1888818
1111,teori,2085431
1112,teori,21052
1113,teori,21055
1114,teori,12863
1115,teori,2806345
1116,teori,3887689
1117,teori,725582
1118,teori,1684049
1119,teori,897636
1120,teori,21099
1121,teori,815725
1122,teori,1856112
1123,teori,86643
1124,teori,447096
1125,teori,365180
1126,teori,4732
1127,teori,2986623
1128,teori,1307274
1129,teori,12944
1130,teori,4760
1131,teori,676505
1132,teori,193181
1133,teori,53919
1134,teori,922272
1135,teori,1831612
1136,teori,135875
1137,teori,12995
1138,teori,4808
1139,teori,21193
1140,teori,627412
1141,teori,242394
1142,teori,53980
1143,teori,21221
1144,teori,316142
1145,teori,152312
1146,teori,4859
1147,teori,21249
1148,teori,78595
1149,teori,135946
1150,teori,4878
1151,teori,447257
1152,teori,21275
1153,teori,103197
1154,teori,1381151
1155,teori,13092
1156,teori,95014
1157,teori,13098
1158,teori,13102
1159,teori,54070
1160,teori,13114
1161,teori,13117
1162,teori,1635136
1163,teori,324430
1164,teori,1946457
1165,teori,119647
1166,teori,3240808
1167,teori,4968
1168,teori,2724725
1169,teori,4984
1170,teori,4989
1171,teori,78731
1172,teori,2347919
1173,teori,881554
1174,teori,1864595
1175,teori,3158938
1176,teori,2945948
1177,teori,6583206
1178,teori,5731250
1179,teori,136118
1180,teori,553914
1181,teori,1717191
1182,teori,21452
1183,teori,193489
1184,teori,2560980
1185,teori,3888086
1186,teori,127964
1187,teori,7263201
1188,teori,4322281
1189,teori,5099
1190,teori,46060
1191,teori,29678
1192,teori,3486703
1193,teori,693240
1194,teori,1405952
1195,teori,5133
1196,teori,54286
1197,teori,5137
1198,teori,5140
1199,teori,21532
1200,teori,2126882
1201,teori,5163
1202,teori,3273772
1203,teori,70704
1204,teori,5172
1205,teori,382011
1206,teori,37950
1207,teori,603201
1208,teori,209986
1209,teori,1029191
1210,teori,2028618
1211,teori,5166156
1212,teori,2946125
1213,teori,70735
1214,teori,29782
1215,teori,5208
1216,teori,2511968
1217,teori,1709171
1218,teori,799860
1219,teori,2274430
1220,teori,185492
1221,teori,865430
1222,teori,62616
1223,teori,5280
1224,teori,4019366
1225,teori,54440
1226,teori,2348205
1227,teori,111794
1228,teori,2020530
1229,teori,5306
1230,teori,955583
1231,teori,29904
1232,teori,537813
1233,teori,5342
1234,teori,193760
1235,teori,5723362
1236,teori,21735
1237,teori,505064
1238,teori,283885
1239,teori,21747
1240,teori,21748
1241,teori,726259
1242,teori,505085
1243,teori,2307335
1244,teori,259338
1245,teori,70923
1246,teori,1029388
1247,teori,210199
1248,teori,21792
1249,teori,111919
1250,teori,38191
1251,teori,202064
1252,teori,5459
1253,teori,13654
1254,teori,202075
1255,teori,136540
1256,teori,2897253
1257,teori,398695
1258,teori,2135403
1259,teori,5485
1260,teori,21872
1261,teori,3683699
1262,teori,21875
1263,teori,292217
1264,teori,3708285
1265,teori,79247
1266,teori,1562003
1267,teori,136598
1268,teori,95643
1269,teori,79265
1270,teori,5537
1271,teori,251310
1272,teori,46512
1273,teori,38323
1274,teori,4887991
1275,teori,169412
1276,teori,1881541
1277,teori,38347
1278,teori,849359
1279,teori,660946
1280,teori,5593
1281,teori,710109
1282,teori,5606
1283,teori,3692007
1284,teori,13811
1285,teori,579069
1286,teori,5633
1287,teori,3061257
1288,teori,333335
1289,teori,161313
1290,teori,243242
1291,teori,226862
1292,teori,489015
1293,teori,1119801
1294,teori,5704
1295,teori,5705
1296,teori,5709
1297,teori,317019
1298,teori,1046113
1299,teori,22115
1300,teori,5732
1301,teori,5735
1302,teori,931434
1303,teori,63082
1304,teori,210545
1305,teori,5746
1306,teori,2242164
1307,teori,3831415
1308,teori,5751
1309,teori,128636
1310,teori,54910
1311,teori,46720
1312,teori,63111
1313,teori,2856589
1314,teori,153240
1315,teori,6452890
1316,teori,13984
1317,teori,177824
1318,teori,3045024
1319,teori,87717
1320,teori,79534
1321,teori,1447610
1322,teori,3086010
1323,teori,1545928
1324,teori,22217
1325,teori,2791115
1326,teori,464590
1327,teori,5844
1328,teori,3086036
1329,teori,22230
1330,teori,5851
1331,teori,22238
1332,teori,210659
1333,teori,300774
1334,teori,2184934
1335,teori,104174
1336,teori,22255
1337,teori,5873
1338,teori,2701044
1339,teori,5876
1340,teori,333556
1341,teori,63227
1342,teori,1496828
1343,teori,14084
1344,teori,2078470
1345,teori,22282
1346,teori,2692874
1347,teori,6190864
1348,teori,1668891
1349,teori,4134688
1350,teori,546596
1351,teori,5937
1352,teori,38707
1353,teori,284473
1354,teori,620377
1355,teori,456556
1356,teori,431980
1357,teori,464748
1358,teori,366468
1359,teori,14213
1360,teori,415623
1361,teori,137102
1362,teori,6034
1363,teori,3651476
1364,teori,2717589
1365,teori,2684828
1366,teori,317343
1367,teori,22433
1368,teori,882603
1369,teori,2529197
1370,teori,71599
1371,teori,1169330
1372,teori,677815
1373,teori,6076347
1374,teori,2848703
1375,teori,276416
1376,teori,6082
1377,teori,2144202
1378,teori,14297
1379,teori,448481
1380,teori,22501
1381,teori,1775594
1382,teori,14336
1383,teori,104450
1384,teori,22532
1385,teori,6148
1386,teori,2611207
1387,teori,4077579
1388,teori,489489
1389,teori,407569
1390,teori,1775650
1391,teori,1562670
1392,teori,3676219
1393,teori,1513539
1394,teori,6211
1395,teori,79941
1396,teori,1316940
1397,teori,1931343
1398,teori,4282463
1399,teori,2988136
1400,teori,1448048
1401,teori,260213
1402,teori,104567
1403,teori,661624
1404,teori,6269
1405,teori,2300030
1406,teori,6270
1407,teori,6272
1408,teori,112773
1409,teori,522376
1410,teori,47246
1411,teori,2971791
1412,teori,22671
1413,teori,538771
1414,teori,178331
1415,teori,6299
1416,teori,2767006
1417,teori,1226910
1418,teori,22689
1419,teori,407715
1420,teori,3209384
1421,teori,3348648
1422,teori,22697
1423,teori,2767020
1424,teori,22700
1425,teori,30901
1426,teori,161980
1427,teori,14531
1428,teori,432324
1429,teori,145606
1430,teori,14535
1431,teori,6344
1432,teori,170187
1433,teori,14539
1434,teori,6351
1435,teori,39120
1436,teori,6352
1437,teori,358614
1438,teori,6362
1439,teori,6364
1440,teori,6365
1441,teori,22748
1442,teori,1349858
1443,teori,6376
1444,teori,6391
1445,teori,6403
1446,teori,416008
1447,teori,22798
1448,teori,104731
1449,teori,702759
1450,teori,14632
1451,teori,424232
1452,teori,538924
1453,teori,14639
1454,teori,22846
1455,teori,80194
1456,teori,112966
1457,teori,3209548
1458,teori,1661261
1459,teori,14672
1460,teori,227674
1461,teori,31073
1462,teori,47470
1463,teori,2480495
1464,teori,31109
1465,teori,1218951
1466,teori,31117
1467,teori,63897
1468,teori,31144
1469,teori,14765
1470,teori,6207917
1471,teori,39358
1472,teori,47553
1473,teori,80341
1474,teori,80343
1475,teori,80344
1476,teori,80345
1477,teori,80346
1478,teori,113120
1479,teori,6461934
1480,teori,96750
1481,teori,2480624
1482,teori,1481200
1483,teori,6642
1484,teori,23031
1485,teori,6648
1486,teori,268792
1487,teori,637432
1488,teori,3299844
1489,teori,612871
1490,teori,6676
1491,teori,596501
1492,teori,752152
1493,teori,219676
1494,teori,39457
1495,teori,4979234
1496,teori,727590
1497,teori,72256
1498,teori,137792
1499,teori,14919
1500,teori,359000
1501,teori,2218596
1502,teori,416360
1503,teori,506494
1504,teori,96899
1505,teori,211588
1506,teori,1563270
1507,teori,23179
1508,teori,2898571
1509,teori,6804
1510,teori,15022
1511,teori,694965
1512,teori,4283065
1513,teori,219834
1514,teori,236223
1515,teori,6848
1516,teori,1817283
1517,teori,15056
1518,teori,817898
1519,teori,203508
1520,teori,6901
1521,teori,350971
1522,teori,2595579
1523,teori,252667
1524,teori,3480332
1525,teori,318221
1526,teori,15130
1527,teori,2964259
1528,teori,6959
1529,teori,310066
1530,teori,817975
1531,teori,391992
1532,teori,6969
1533,teori,6970
1534,teori,2792256
1535,teori,6981
1536,teori,654149
1537,teori,80727
1538,teori,170843
1539,teori,547677
1540,teori,383843
1541,teori,375651
1542,teori,301926
1543,teori,637804
1544,teori,310128
1545,teori,15217
1546,teori,2628465
1547,teori,3308400
1548,teori,7030
1549,teori,211835
1550,teori,23430
1551,teori,424839
1552,teori,1465223
1553,teori,1391496
1554,teori,2309013
1555,teori,1932186
1556,teori,326576
1557,teori,179121
1558,teori,744368
1559,teori,72637
1560,teori,80831
1561,teori,1162178
1562,teori,2792394
1563,teori,1899472
1564,teori,15312
1565,teori,2276312
1566,teori,154588
1567,teori,547810
1568,teori,23524
1569,teori,3161066
1570,teori,261098
1571,teori,1547253
1572,teori,3234812
1573,teori,310274
1574,teori,48131
1575,teori,31757
1576,teori,3243024
1577,teori,7192
1578,teori,433179
1579,teori,121892
1580,teori,97317
1581,teori,4529196
1582,teori,7213
1583,teori,703543
1584,teori,965691
1585,teori,515150
1586,teori,48211
1587,teori,875613
1588,teori,466022
1589,teori,212076
1590,teori,3062892
1591,teori,1727598
1592,teori,1932399
1593,teori,441455
1594,teori,539759
1595,teori,1809522
1596,teori,810095
1597,teori,5119093
1598,teori,932993
1599,teori,7297
1600,teori,236676
1601,teori,40077
1602,teori,31887
1603,teori,40086
1604,teori,2546846
1605,teori,15528
1606,teori,15529
1607,teori,23720
1608,teori,72881
1609,teori,261311
1610,teori,1424580
1611,teori,343240
1612,teori,1031370
1613,teori,3120335
1614,teori,5176527
1615,teori,15571
1616,teori,1760470
1617,teori,2096342
1618,teori,433378
1619,teori,15596
1620,teori,1080561
1621,teori,2538737
1622,teori,539899
1623,teori,1277182
1624,teori,7425
1625,teori,105730
1626,teori,384260
1627,teori,1015051
1628,teori,72975
